"","playId","gameId.x","avg_linemen_dist","avg_qb_dist","avg_area","playDescription","quarter","down","yardsToGo","possessionTeam","defensiveTeam","yardlineSide","yardlineNumber","gameClock","preSnapHomeScore","preSnapVisitorScore","passResult","penaltyYards","prePenaltyPlayResult","playResult","foulName1","foulNFLId1","foulName2","foulNFLId2","foulName3","foulNFLId3","absoluteYardlineNumber","offenseFormation","personnelO","defendersInBox","personnelD","dropBackType","pff_playAction","pff_passCoverage","pff_passCoverageType","gameId.y","hit","hurry","sack","bad_thing"
"992",4624,2021090900,2.36458565612453,67.5200204348278,153.8474975,"(:55) (Shotgun) T.Brady pass short right to R.Gronkowski pushed ob at TB 38 for 6 yards (A.Brown).",4,1,15,"TB","DAL","TB",32,"00:55",28,29,"C",NA,6,6,NA,NA,NA,NA,NA,NA,42,"SHOTGUN","1 RB, 1 TE, 3 WR",5,"4 DL, 2 LB, 5 DB","TRADITIONAL",0,"Cover-2","Zone",2021101702,0,1,0,"1"
"993",4629,2021091203,2.4067235295843,55.0551570968968,188.492475925926,"(3:00) K.Cousins pass short right to C.Ham ran ob at MIN 45 for 3 yards.",5,1,10,"MIN","CIN","MIN",42,"03:00",24,24,"C",NA,3,3,NA,NA,NA,NA,NA,NA,68,"SINGLEBACK","2 RB, 0 TE, 3 WR",7,"4 DL, 2 LB, 5 DB","DESIGNED_ROLLOUT_RIGHT",1,"Cover-3","Zone",2021091204,1,1,0,"1"
"994",4629,2021091204,2.39355087357864,25.4735752417637,234.941702836879,"(:17) (Shotgun) J.Goff pass incomplete short left to A.St. Brown [S.Ebukam].",4,4,9,"DET","SF","SF",24,"00:17",33,41,"I",NA,0,0,NA,NA,NA,NA,NA,NA,34,"SHOTGUN","1 RB, 1 TE, 3 WR",4,"3 DL, 3 LB, 5 DB","TRADITIONAL",0,"Cover-1","Man",2021091204,1,1,0,"1"
"995",4641,2021091300,2.40226570020908,78.012703397798,107.301538888889,"(6:13) (Shotgun) L.Jackson pass incomplete short right.",5,1,10,"BAL","LV","BAL",20,"06:13",27,27,"I",NA,0,0,NA,NA,NA,NA,NA,NA,30,"PISTOL","2 RB, 2 TE, 1 WR",7,"4 DL, 3 LB, 4 DB","SCRAMBLE_ROLLOUT_RIGHT",1,"Cover-3","Zone",2021091300,0,1,0,"1"
"996",4649,2021091205,2.3820169787884,22.9749157109942,227.587465833333,"(:19) (Shotgun) T.Lawrence pass deep right to M.Jones pushed ob at HOU 4 for 18 yards (T.Mitchell).",4,2,15,"JAX","HOU","HOU",22,"00:19",37,14,"C",NA,18,18,NA,NA,NA,NA,NA,NA,32,"SHOTGUN","1 RB, 1 TE, 3 WR",5,"3 DL, 3 LB, 5 DB","TRADITIONAL",0,"Cover-1","Man",2021091205,0,0,0,"0"
"997",465,2021091212,2.42236148221669,64.9011373680394,103.863335555556,"(7:00) T.Bridgewater pass deep middle to J.Jeudy to DEN 46 for 13 yards (L.Ryan).",1,1,10,"DEN","NYG","DEN",33,"07:00",0,0,"C",NA,13,13,NA,NA,NA,NA,NA,NA,77,"SINGLEBACK","1 RB, 2 TE, 2 WR",7,"3 DL, 3 LB, 5 DB","TRADITIONAL",1,"Cover-2","Zone",2021103112,0,1,0,"1"
"998",4653,2021090900,2.16018176888865,61.8510777849832,114.897635294118,"(:49) (Shotgun) T.Brady pass short middle to R.Gronkowski to DAL 42 for 20 yards (J.Kearse; A.Brown).",4,2,9,"TB","DAL","TB",38,"00:49",28,29,"C",NA,20,20,NA,NA,NA,NA,NA,NA,48,"SHOTGUN","1 RB, 1 TE, 3 WR",7,"4 DL, 2 LB, 5 DB","TRADITIONAL",0,"Cover-3","Zone",2021090900,0,0,0,"0"
"999",467,2021091202,2.67903056883957,73.2792446234008,140.211824242424,"(8:17) Z.Wilson pass incomplete deep right to C.Davis.",1,2,8,"NYJ","CAR","NYJ",24,"08:17",0,0,"I",NA,0,0,NA,NA,NA,NA,NA,NA,34,"I_FORM","1 RB, 2 TE, 2 WR",6,"4 DL, 3 LB, 4 DB","SCRAMBLE",1,"Quarters","Zone",2021103100,0,1,0,"1"
"1000",4673,2021091205,2.32101322437411,14.0725111950038,290.551060992908,"(:13) (No Huddle) T.Lawrence pass incomplete short left to M.Jones (C.Kirksey).",4,1,4,"JAX","HOU","HOU",4,"00:13",37,14,"I",NA,0,0,NA,NA,NA,NA,NA,NA,14,"SINGLEBACK","1 RB, 1 TE, 3 WR",7,"3 DL, 3 LB, 5 DB","DESIGNED_ROLLOUT_LEFT",1,"Red Zone","Other",2021091205,0,0,0,"0"
"1001",4677,2021090900,2.12872032969867,41.4945004950642,169.932775,"(:30) (No Huddle, Shotgun) T.Brady pass incomplete deep right to A.Brown.",4,1,10,"TB","DAL","DAL",42,"00:30",28,29,"I",NA,0,0,NA,NA,NA,NA,NA,NA,68,"SHOTGUN","1 RB, 1 TE, 3 WR",6,"4 DL, 2 LB, 5 DB","TRADITIONAL",0,"Cover-1","Man",2021090900,0,0,0,"0"
"1002",468,2021091213,2.29688055665407,44.7271940609316,201.09963908046,"(8:05) (Shotgun) A.Dalton pass short right to D.Williams to LA 41 for 4 yards (T.Rapp).",1,3,8,"CHI","LA","LA",45,"08:05",7,0,"C",NA,4,4,NA,NA,NA,NA,NA,NA,55,"SHOTGUN","1 RB, 1 TE, 3 WR",5,"2 DL, 3 LB, 6 DB","TRADITIONAL",0,"Cover-3","Zone",2021091213,0,0,0,"0"
"1003",4682,2021091203,2.0484822926408,49.1070520275361,187.885382882883,"(2:18) (Shotgun) K.Cousins pass short middle to J.Jefferson to CIN 38 for 12 yards (C.Awuzie).",5,3,2,"MIN","CIN","",50,"02:18",24,24,"C",NA,12,12,NA,NA,NA,NA,NA,NA,60,"EMPTY","1 RB, 1 TE, 3 WR",7,"4 DL, 2 LB, 5 DB","TRADITIONAL",0,"Cover-1","Man",2021091203,0,0,0,"0"
"1004",4691,2021091300,2.35545906488346,79.554964604723,85.8969761904762,"(6:07) (Shotgun) L.Jackson pass short middle to S.Watkins to BAL 30 for 10 yards (C.Littleton) [M.Crosby].",5,2,10,"BAL","LV","BAL",20,"06:07",27,27,"C",NA,10,10,NA,NA,NA,NA,NA,NA,30,"EMPTY","0 RB, 1 TE, 4 WR",5,"4 DL, 2 LB, 5 DB","TRADITIONAL",0,"Quarters","Zone",2021091300,1,0,0,"1"
"1005",4695,2021091205,2.45809377492705,9.10971486139793,321.364143010753,"(:09) (Shotgun) T.Lawrence pass short middle to M.Jones for 4 yards, TOUCHDOWN.",4,2,4,"JAX","HOU","HOU",4,"00:09",37,14,"C",NA,4,4,NA,NA,NA,NA,NA,NA,14,"EMPTY","1 RB, 1 TE, 3 WR",5,"3 DL, 3 LB, 5 DB","TRADITIONAL",0,"Red Zone","Other",2021091205,0,0,0,"0"
"1006",4699,2021090900,1.83744564081093,41.5104116346468,169.67165,"(:24) (Shotgun) T.Brady pass deep left to C.Godwin ran ob at DAL 18 for 24 yards.",4,2,10,"TB","DAL","DAL",42,"00:24",28,29,"C",NA,24,24,NA,NA,NA,NA,NA,NA,68,"SHOTGUN","1 RB, 1 TE, 3 WR",5,"4 DL, 2 LB, 5 DB","TRADITIONAL",0,"Cover-1","Man",2021090900,0,0,0,"0"
"1007",4728,2021090900,2.23055444798397,17.321623565684,341.585603333333,"(:18) (Shotgun) T.Brady pass incomplete short left.",4,1,10,"TB","DAL","DAL",18,"00:18",28,29,"I",NA,0,0,NA,NA,NA,NA,NA,NA,92,"SHOTGUN","1 RB, 0 TE, 4 WR",6,"4 DL, 2 LB, 5 DB","TRADITIONAL",0,"2-Man","Man",2021103106,0,0,0,"0"
"1008",4736,2021091300,2.31226665237594,66.7394982708699,110.035385714286,"(4:45) (Shotgun) L.Jackson pass incomplete short middle to M.Andrews (J.Abram).",5,2,7,"BAL","LV","BAL",33,"04:45",27,27,"I",NA,0,0,NA,NA,NA,NA,NA,NA,43,"SHOTGUN","1 RB, 1 TE, 3 WR",5,"4 DL, 1 LB, 6 DB","TRADITIONAL",1,"Quarters","Zone",2021091300,0,1,0,"1"
"1009",475,2021091300,2.41462046899991,63.2143514565746,126.458183673469,"(6:50) (Shotgun) L.Jackson pass incomplete short middle to M.Andrews [M.Crosby].",1,1,15,"BAL","LV","BAL",36,"06:50",0,0,"I",NA,0,0,NA,NA,NA,NA,NA,NA,46,"SHOTGUN","1 RB, 1 TE, 3 WR",6,"4 DL, 2 LB, 5 DB","TRADITIONAL",0,"Cover-3","Zone",2021103102,1,0,0,"1"
"1010",4750,2021090900,2.01000613537804,17.0017328333972,240.69722,"(:14) (Shotgun) T.Brady pass incomplete short left.",4,2,10,"TB","DAL","DAL",18,"00:14",28,29,"I",NA,0,0,NA,NA,NA,NA,NA,NA,92,"EMPTY","1 RB, 1 TE, 3 WR",5,"4 DL, 2 LB, 5 DB","TRADITIONAL",0,"2-Man","Man",2021103106,0,0,0,"0"
"1011",476,2021091201,2.36211755073502,65.6813078113641,156.591229457364,"(7:00) (Shotgun) J.Allen pass deep left to E.Sanders to BUF 49 for 16 yards (C.Sutton).",1,2,10,"BUF","PIT","BUF",33,"07:00",3,0,"C",NA,16,16,NA,NA,NA,NA,NA,NA,77,"SHOTGUN","1 RB, 1 TE, 3 WR",5,"2 DL, 4 LB, 5 DB","TRADITIONAL",1,"Cover-1","Man",2021091909,0,1,0,"1"
"1012",4765,2021091300,2.31150775326096,67.4891806418862,102.230691489362,"(4:39) (Shotgun) L.Jackson sacked at BAL 27 for -6 yards (C.Nassib). FUMBLES (C.Nassib) [C.Nassib], RECOVERED by LV-D.Philon at BAL 27. D.Philon to BAL 27 for no gain (B.Bozeman).",5,3,7,"BAL","LV","BAL",33,"04:39",27,27,"S",NA,-6,-6,NA,NA,NA,NA,NA,NA,43,"SHOTGUN","1 RB, 1 TE, 3 WR",4,"4 DL, 1 LB, 6 DB","TRADITIONAL",0,"Cover-3","Zone",2021091300,0,0,1,"1"
"1013",4772,2021090900,2.06255172924339,16.9488703323921,278.0276,"(:10) (Shotgun) T.Brady pass incomplete short left.",4,3,10,"TB","DAL","DAL",18,"00:10",28,29,"I",NA,0,0,NA,NA,NA,NA,NA,NA,92,"EMPTY","1 RB, 1 TE, 3 WR",7,"4 DL, 2 LB, 5 DB","TRADITIONAL",0,"Cover-0","Man",2021090900,0,0,0,"0"
"1014",480,2021090900,2.10493731430514,58.9497109808198,127.503995555556,"(7:53) (No Huddle, Shotgun) T.Brady pass deep right to A.Brown ran ob at DAL 32 for 28 yards (A.Brown).",1,1,10,"TB","DAL","TB",40,"07:53",0,0,"C",NA,28,28,NA,NA,NA,NA,NA,NA,50,"SHOTGUN","1 RB, 1 TE, 3 WR",6,"4 DL, 2 LB, 5 DB","TRADITIONAL",0,"Cover-3","Zone",2021090900,0,0,0,"0"
"1015",4845,2021091300,2.50730331406206,29.6386695126471,255.312628431373,"(3:44) (Shotgun) D.Carr pass deep right to Z.Jones for 31 yards, TOUCHDOWN.",5,2,14,"LV","BAL","BAL",31,"03:44",27,27,"C",NA,31,31,NA,NA,NA,NA,NA,NA,41,"SHOTGUN","1 RB, 2 TE, 2 WR",7,"2 DL, 4 LB, 5 DB","TRADITIONAL",0,"Cover-0","Man",2021091300,0,0,0,"0"
"1016",4849,2021091203,2.45137944207412,49.5725150449576,184.791946666667,"(:39) J.Burrow pass short left to C.Uzomah pushed ob at MIN 20 for 32 yards (X.Woods).",5,4,1,"CIN","MIN","CIN",48,"00:39",24,24,"C",NA,32,32,NA,NA,NA,NA,NA,NA,58,"JUMBO","1 RB, 3 TE, 1 WR",9,"5 DL, 2 LB, 4 DB","TRADITIONAL",1,"Cover-0","Man",2021091203,0,0,0,"0"
"1017",487,2021091204,2.35738363357897,14.1968935468574,314.489564705882,"(6:27) (Shotgun) J.Garoppolo pass short left to M.Sanu pushed ob at DET 5 for 7 yards (J.Okudah).",1,3,6,"SF","DET","DET",12,"06:27",0,0,"C",NA,7,7,NA,NA,NA,NA,NA,NA,98,"SHOTGUN","1 RB, 1 TE, 3 WR",6,"4 DL, 2 LB, 5 DB","TRADITIONAL",0,"Cover-1","Man",2021091204,0,0,0,"0"
"1018",489,2021091202,2.97485265871142,76.3239299299073,160.146246511628,"(8:08) (Shotgun) Z.Wilson pass incomplete deep right to T.Johnson (S.Thompson).",1,3,8,"NYJ","CAR","NYJ",24,"08:08",0,0,"I",NA,0,0,NA,NA,NA,NA,NA,NA,34,"EMPTY","1 RB, 1 TE, 3 WR",5,"3 DL, 3 LB, 5 DB","TRADITIONAL",0,"Cover-1","Man",2021092600,0,1,0,"1"
"1019",489,2021091212,1.75551136395872,51.0996732081025,150.5440225,"(6:18) T.Bridgewater pass short right to E.Saubert to NYG 47 for 7 yards (A.Jackson).",1,1,10,"DEN","NYG","DEN",46,"06:18",0,0,"C",NA,7,7,NA,NA,NA,NA,NA,NA,64,"SINGLEBACK","1 RB, 2 TE, 2 WR",7,"3 DL, 3 LB, 5 DB","DESIGNED_ROLLOUT_RIGHT",1,"Cover-2","Zone",2021092600,0,1,0,"1"
"1020",490,2021091209,2.71436449098422,61.7010460282912,180.26189537037,"(5:53) (Shotgun) P.Mahomes pass short middle to T.Kelce to KC 47 for 9 yards (A.Walker).",1,2,6,"KC","CLE","KC",38,"05:53",0,8,"C",NA,9,9,NA,NA,NA,NA,NA,NA,72,"EMPTY","1 RB, 1 TE, 3 WR",5,"4 DL, 2 LB, 5 DB","TRADITIONAL",0,"Quarters","Zone",2021091209,0,1,0,"1"
"1021",492,2021091213,2.27927899182251,41.1874028282955,190.348827956989,"(7:21) (Shotgun) A.Dalton pass incomplete short right to A.Robinson (J.Ramsey).",1,4,4,"CHI","LA","LA",41,"07:21",7,0,"I",NA,0,0,NA,NA,NA,NA,NA,NA,51,"SHOTGUN","1 RB, 1 TE, 3 WR",6,"2 DL, 4 LB, 5 DB","TRADITIONAL",0,"Cover-3","Zone",2021092604,0,1,0,"1"
"1022",493,2021091208,2.40127532838582,86.8195782892526,72.6853189189189,"(6:55) (Shotgun) J.Herbert pass short left to J.Jackson pushed ob at LAC 15 for 2 yards (C.Holcomb).",1,3,9,"LAC","WAS","LAC",13,"06:55",0,7,"C",NA,2,2,NA,NA,NA,NA,NA,NA,23,"SHOTGUN","2 RB, 1 TE, 2 WR",6,"4 DL, 2 LB, 5 DB","TRADITIONAL",0,"2-Man","Man",2021102400,0,1,0,"1"
"1023",494,2021091207,2.03235301292064,78.4772114525052,102.024248484848,"(8:36) R.Tannehill sacked at TEN 10 for -9 yards (C.Jones). FUMBLES (C.Jones) [C.Jones], RECOVERED by ARI-C.Peters at TEN 5. C.Peters for 5 yards, TOUCHDOWN. The Replay Official reviewed the runner broke the plane ruling, and the play was REVERSED. R.Tannehill sacked at TEN 10 for -9 yards (C.Jones). FUMBLES (C.Jones) [C.Jones], RECOVERED by ARI-C.Peters at TEN 5. C.Peters to TEN 1 for 4 yards (A.Brown).",1,2,11,"TEN","ARI","TEN",19,"08:36",0,3,"S",NA,-14,-18,NA,NA,NA,NA,NA,NA,29,"I_FORM","2 RB, 1 TE, 2 WR",7,"3 DL, 4 LB, 4 DB","DESIGNED_ROLLOUT_LEFT",1,"Cover-6","Zone",2021100313,0,0,1,"1"
"1024",500,2021091201,3.57924441700221,51.6117810113515,230.767684166667,"(6:33) (No Huddle, Shotgun) J.Allen pass short right to S.Diggs pushed ob at PIT 41 for 10 yards (D.Bush). PENALTY on BUF-M.Morse, Offensive Holding, 10 yards, enforced at BUF 49 - No Play.",1,1,10,"BUF","PIT","BUF",49,"06:33",3,0,"C",-10,10,-10,"Offensive Holding",42392,NA,NA,NA,NA,61,"SHOTGUN","1 RB, 1 TE, 3 WR",4,"2 DL, 4 LB, 5 DB",NA,0,"Cover-3","Zone",2021103111,1,1,0,"1"
"1025",506,2021091206,2.41458035269646,80.9359129170989,60.7564739130435,"(4:11) (Shotgun) R.Wilson scrambles right tackle to SEA 31 for 11 yards (R.Ya-Sin).",1,3,9,"SEA","IND","SEA",20,"04:11",3,0,"R",NA,11,11,NA,NA,NA,NA,NA,NA,30,"SHOTGUN","1 RB, 1 TE, 3 WR",5,"4 DL, 2 LB, 5 DB","SCRAMBLE",0,"Cover-3","Zone",2021101002,0,1,0,"1"
"1026",509,2021090900,2.21571081628353,32.2089154388077,256.790128947368,"(7:30) (No Huddle, Shotgun) T.Brady pass short right to A.Brown pushed ob at DAL 16 for 16 yards (A.Brown; K.Neal).",1,1,10,"TB","DAL","DAL",32,"07:30",0,0,"C",NA,16,16,NA,NA,NA,NA,NA,NA,78,"SHOTGUN","1 RB, 1 TE, 3 WR",6,"4 DL, 2 LB, 5 DB","TRADITIONAL",0,"Quarters","Zone",2021090900,0,0,0,"0"
"1027",513,2021091205,2.28406362077551,42.0493251772046,277.09791300813,"(8:18) (Shotgun) Ty.Taylor pass deep left to B.Cooks to JAX 2 for 40 yards (R.Jenkins).",1,3,9,"HOU","JAX","JAX",42,"08:18",0,0,"C",NA,40,40,NA,NA,NA,NA,NA,NA,52,"SHOTGUN","1 RB, 1 TE, 3 WR",7,"2 DL, 4 LB, 5 DB","TRADITIONAL",0,"Cover-1","Man",2021091205,0,1,0,"1"
"1028",514,2021091209,2.3845029508518,51.8744210069671,172.388443243243,"(5:08) P.Mahomes pass short left to C.Edwards-Helaire to CLE 42 for 11 yards (Ma.Wilson; R.Harrison). Penalty on CLE-R.Harrison, Disqualification, offsetting. Penalty on KC, Unsportsmanlike Conduct, offsetting.",1,1,10,"KC","CLE","KC",47,"05:08",0,8,"C",0,11,11,"Disqualification",46162,NA,NA,NA,NA,63,"I_FORM","2 RB, 1 TE, 2 WR",8,"4 DL, 3 LB, 4 DB",NA,1,"Cover-3","Zone",2021103101,0,1,0,"1"
"1029",514,2021091213,3.29600580255895,57.208771949552,218.909766666667,"(7:17) M.Stafford pass short right to C.Kupp to LA 42 for 1 yard (A.Ogletree).",1,1,10,"LA","CHI","LA",41,"07:17",7,0,"C",NA,1,1,NA,NA,NA,NA,NA,NA,51,"SINGLEBACK","1 RB, 1 TE, 3 WR",7,"2 DL, 4 LB, 5 DB","DESIGNED_ROLLOUT_RIGHT",1,"Cover-2","Zone",2021103101,0,1,0,"1"
"1030",516,2021091204,2.67140329198922,4.20436161248731,311.651265789474,"(5:46) (Shotgun) T.Lance pass short left to T.Sherfield for 5 yards, TOUCHDOWN. #5-T. Lance in at QB for this play.",1,1,5,"SF","DET","DET",5,"05:46",0,0,"C",NA,5,5,NA,NA,NA,NA,NA,NA,105,"PISTOL","1 RB, 1 TE, 3 WR",7,"4 DL, 2 LB, 5 DB","TRADITIONAL",1,"Red Zone","Other",2021103112,0,0,0,"0"
"1031",518,2021091300,2.46867450443505,62.3015200993798,161.661155737705,"(6:02) (Shotgun) L.Jackson sacked at BAL 32 for -6 yards (M.Crosby).",1,3,13,"BAL","LV","BAL",38,"06:02",0,0,"S",NA,-6,-6,NA,NA,NA,NA,NA,NA,48,"SHOTGUN","1 RB, 1 TE, 3 WR",5,"4 DL, 1 LB, 6 DB","SCRAMBLE",0,"Cover-3","Zone",2021101003,0,0,1,"1"
"1032",525,2021091210,2.16244579549667,72.281568548145,123.896058024691,"(5:22) M.Jones pass short left to N.Agholor to NE 33 for 7 yards (By.Jones, B.Scarlett).",1,1,10,"NE","MIA","NE",26,"05:22",0,7,"C",NA,7,7,NA,NA,NA,NA,NA,NA,84,"I_FORM","2 RB, 1 TE, 2 WR",8,"3 DL, 4 LB, 4 DB","TRADITIONAL",0,"Cover-3","Zone",2021091210,0,0,0,"0"
"1033",528,2021091211,2.45357607811283,64.4731262260048,139.140367857143,"(5:17) (Shotgun) J.Winston pass short right to A.Kamara pushed ob at NO 38 for 3 yards (A.Amos).",1,1,10,"NO","GB","NO",35,"05:17",3,0,"C",NA,3,3,NA,NA,NA,NA,NA,NA,45,"SHOTGUN","1 RB, 1 TE, 3 WR",6,"2 DL, 4 LB, 5 DB","TRADITIONAL",0,"Cover-3","Zone",2021091211,0,0,0,"0"
"1034",533,2021091203,2.21630654299461,75.8035338588579,125.592664285714,"(7:14) (Shotgun) K.Cousins pass incomplete short left to A.Thielen.",1,3,6,"MIN","CIN","MIN",24,"07:14",0,0,"I",NA,0,0,NA,NA,NA,NA,NA,NA,34,"EMPTY","0 RB, 1 TE, 4 WR",7,"4 DL, 1 LB, 6 DB","TRADITIONAL",0,"Cover-0","Man",2021100305,0,1,0,"1"
"1035",538,2021091213,2.5009760724935,58.5255935704858,165.77967826087,"(6:52) (No Huddle, Shotgun) M.Stafford pass deep right to D.Jackson to CHI 40 for 18 yards (A.Ogletree).",1,2,9,"LA","CHI","LA",42,"06:52",7,0,"C",NA,18,18,NA,NA,NA,NA,NA,NA,52,"EMPTY","1 RB, 1 TE, 3 WR",6,"2 DL, 4 LB, 5 DB","TRADITIONAL",0,"Cover-3","Zone",2021103112,1,1,0,"1"
"1036",55,2021091300,4.28551743530068,73.9752921363514,160.028072043011,"(15:00) (Shotgun) D.Carr pass incomplete short right to D.Waller (C.Clark).",1,1,10,"LV","BAL","LV",25,"15:00",0,0,"I",NA,0,0,NA,NA,NA,NA,NA,NA,85,"SHOTGUN","2 RB, 1 TE, 2 WR",7,"3 DL, 4 LB, 4 DB","TRADITIONAL",0,"Cover-0","Man",2021103112,0,1,1,"1"
"1037",559,2021090900,1.96890391466397,12.4302433121621,264.176151428571,"(6:13) (Shotgun) T.Brady pass short right to C.Godwin to DAL 5 for 8 yards (A.Brown).",1,2,7,"TB","DAL","DAL",13,"06:13",0,0,"C",NA,8,8,NA,NA,NA,NA,NA,NA,97,"SHOTGUN","1 RB, 2 TE, 2 WR",7,"4 DL, 2 LB, 5 DB","TRADITIONAL",0,"Quarters","Zone",2021102403,0,1,0,"1"
"1038",559,2021091209,2.73463866207094,40.15635691341,201.902643589744,"(4:46) P.Mahomes pass deep left to T.Hill pushed ob at CLE 18 for 24 yards (M.Stewart).",1,1,10,"KC","CLE","CLE",42,"04:46",0,8,"C",NA,24,24,NA,NA,NA,NA,NA,NA,52,"SINGLEBACK","1 RB, 2 TE, 2 WR",7,"4 DL, 3 LB, 4 DB","TRADITIONAL",1,"Quarters","Zone",2021102403,0,1,0,"1"
"1039",56,2021091200,2.4950773094948,72.8145469081192,125.300297368421,"(15:00) M.Ryan pass deep middle to C.Ridley to ATL 41 for 16 yards (D.Slay; M.Epps).",1,1,10,"ATL","PHI","ATL",25,"15:00",0,0,"C",NA,16,16,NA,NA,NA,NA,NA,NA,35,"I_FORM","2 RB, 2 TE, 1 WR",7,"4 DL, 3 LB, 4 DB","TRADITIONAL",1,"Cover-2","Zone",2021102400,0,1,0,"1"
"1040",56,2021091208,2.65609254945283,72.3796637574495,166.342505555556,"(15:00) (Shotgun) J.Herbert pass short left to J.Guyton ran ob at LAC 35 for 10 yards (C.Holcomb).",1,1,10,"LAC","WAS","LAC",25,"15:00",0,0,"C",NA,10,10,NA,NA,NA,NA,NA,NA,35,"SHOTGUN","1 RB, 1 TE, 3 WR",7,"4 DL, 2 LB, 5 DB","TRADITIONAL",1,"Quarters","Zone",2021102400,0,1,0,"1"
"1041",561,2021091201,2.56544136914544,53.9012485025824,166.373974468085,"(5:28) (Shotgun) J.Allen pass incomplete deep right to E.Sanders.",1,2,14,"BUF","PIT","BUF",45,"05:28",3,0,"I",NA,0,0,NA,NA,NA,NA,NA,NA,65,"SHOTGUN","1 RB, 1 TE, 3 WR",6,"2 DL, 4 LB, 5 DB","TRADITIONAL",0,"Cover-6","Zone",2021101705,0,0,0,"0"
"1042",562,2021091300,2.25345065002926,74.9210206079089,75.8066589743589,"(5:14) D.Carr pass incomplete deep right to D.Waller (C.Clark).",1,1,10,"LV","BAL","LV",24,"05:14",0,0,"I",NA,0,0,NA,NA,NA,NA,NA,NA,86,"SINGLEBACK","1 RB, 2 TE, 2 WR",7,"2 DL, 4 LB, 5 DB","TRADITIONAL",0,"Cover-3","Zone",2021103112,1,1,1,"1"
"1043",566,2021091212,2.22198867620037,45.7941469022583,213.847330107527,"(4:25) (Shotgun) T.Bridgewater pass short left to T.Patrick to NYG 40 for 6 yards (R.Ragland).",1,3,2,"DEN","NYG","NYG",46,"04:25",0,0,"C",NA,6,6,NA,NA,NA,NA,NA,NA,56,"SHOTGUN","1 RB, 2 TE, 2 WR",6,"3 DL, 4 LB, 4 DB","TRADITIONAL",0,"Cover-2","Zone",2021101704,0,0,0,"0"
"1044",573,2021091211,2.61730776816234,52.1436371320381,168.442098507463,"(4:10) J.Winston pass deep left to D.Harris ran ob at GB 37 for 17 yards.",1,1,10,"NO","GB","NO",46,"04:10",3,0,"C",NA,17,17,NA,NA,NA,NA,NA,NA,56,"SINGLEBACK","6 OL, 1 RB, 1 TE, 2 WR",7,"3 DL, 4 LB, 4 DB","TRADITIONAL",1,"Quarters","Zone",2021102406,0,0,0,"0"
"1045",574,2021091210,2.81198959567224,62.3769752127832,186.720644444444,"(4:13) M.Jones pass short right to J.Meyers pushed ob at NE 39 for 4 yards (X.Howard).",1,3,1,"NE","MIA","NE",35,"04:13",0,7,"C",NA,4,4,NA,NA,NA,NA,NA,NA,75,"SINGLEBACK","1 RB, 2 TE, 2 WR",8,"3 DL, 4 LB, 4 DB","DESIGNED_ROLLOUT_RIGHT",0,"Cover-0","Man",2021101100,1,1,0,"1"
"1046",583,2021090900,2.38649455721506,9.44307480313742,247.494861290323,"(5:26) (Shotgun) T.Brady pass short middle to C.Godwin for 5 yards, TOUCHDOWN.",1,1,5,"TB","DAL","DAL",5,"05:26",0,0,"C",NA,5,5,NA,NA,NA,NA,NA,NA,105,"SHOTGUN","1 RB, 1 TE, 3 WR",7,"4 DL, 2 LB, 5 DB","TRADITIONAL",1,"Cover-1","Man",2021101710,1,1,0,"1"
"1047",583,2021091213,2.22044290515651,38.3100894935844,214.438340625,"(5:30) (Shotgun) M.Stafford pass short left to C.Kupp to CHI 35 for 4 yards (M.Christian, Ja.Johnson) [R.Quinn].",1,2,9,"LA","CHI","CHI",39,"05:30",7,0,"C",NA,4,4,NA,NA,NA,NA,NA,NA,71,"EMPTY","1 RB, 1 TE, 3 WR",5,"2 DL, 4 LB, 5 DB","TRADITIONAL",0,"Cover-6","Zone",2021101710,1,1,0,"1"
"1048",589,2021091201,3.24658905954028,54.4068474391381,172.603823163842,"(5:21) (Shotgun) J.Allen pass incomplete deep left to C.Beasley. Penalty on BUF-J.Feliciano, Offensive Holding, declined.",1,3,14,"BUF","PIT","BUF",45,"05:21",3,0,"I",0,0,0,"Offensive Holding",42471,NA,NA,NA,NA,65,"EMPTY","1 RB, 1 TE, 3 WR",6,"2 DL, 3 LB, 6 DB","TRADITIONAL",0,"Cover-2","Zone",2021101002,1,1,0,"1"
"1049",590,2021091300,2.13057112053134,75.4941363702147,91.5055739837399,"(5:09) (Shotgun) D.Carr pass incomplete deep right to D.Waller.",1,2,10,"LV","BAL","LV",24,"05:09",0,0,"I",NA,0,0,NA,NA,NA,NA,NA,NA,86,"SHOTGUN","1 RB, 2 TE, 2 WR",6,"2 DL, 4 LB, 5 DB","TRADITIONAL",0,"Cover-3","Zone",2021091600,0,1,0,"1"
"1050",596,2021091204,2.10981789960577,80.9285801840829,73.1470268817204,"(5:34) (Shotgun) J.Goff pass incomplete short left to T.Hockenson.",1,1,10,"DET","SF","DET",18,"05:34",0,7,"I",NA,0,0,NA,NA,NA,NA,NA,NA,92,"SHOTGUN","2 RB, 1 TE, 2 WR",6,"4 DL, 3 LB, 4 DB","TRADITIONAL",0,"Cover-3","Zone",2021092300,0,0,0,"0"
